category,question,answer
Vie quotidienne,Dans quelle cathédrale d'Eure-et-Loir peut-on admirer le vitrail Notre-Dame-de-la-Belle-Verrière ?,Chartres
Connaissance du monde,"Dans quelle chaîne de montagnes se déroula la bataille de Roncevaux, en 778 ?",Les Pyrénées
Connaissance du monde,Dans quelle chaîne de montagnes se situe le glacier appelé mer de Glace ?,Les Alpes
Connaissance du monde,Dans quelle chaîne de montagnes se trouve le sommet appelé Aconcagua ?,Les Andes ou La cordillère des Andes
Pop culture,Dans quelle chanson d'Yves Montand entend-on la phrase : “La route est un long ruban qui défile” ?,Les Routiers
Pop culture,Dans quelle chanson de 1974 Daniel Guichard évoque-t-il son père ?,Mon vieux
Pop culture,"Dans quelle chanson de 1988, Mylène Farmer est ""caméléon"" et se ""fout bien des qu'en dira-t-on"" ?",Sans contrefaçon
Pop culture,"Dans quelle chanson de Helmut Fritz peut-on entendre : ""En bikini, tu parles de la crise en France"" ?",Miss France
Pop culture,"Dans quelle chanson de Léo Ferré peut-on entendre cette phrase : ""A la galerie j'farfouille dans les rayons d'la mort""",Avec le temps
Pop culture,"Dans quelle chanson de Serge Gainsbourg peut-on entendre: ""J'fais des trous, des p'tits trous, encore des p'tits trous""",Le Poinçonneur des Lilas
Pop culture,"Dans quelle chanson de Serge Gainsbourg, Brigitte Bardot et Jane Birkin ont-elles chacune à leur tour lancé des : ""Shebam ! Pow ! Blop ! Wizz !"" ?",Comic Strip
Pop culture,"Dans quelle chanson MC Solaar est-il : ""L'as de trèfle qui pique ton coeur"" ?",Caroline
Pop culture,"Dans quelle chanson, sortie en France en 2010, Lady GaGa s'adresse-t-elle à ses amants fictifs, Alejandro, Fernando et Roberto",Alejandro
Pop culture,Dans quelle collectivité territoriale française le président du conseil général détient-il le pouvoir exécutif ?,Le département
Pop culture,"Dans quelle collectivité territoriale française les Blancs issus des colonies sont-ils appelés familièrement les ""caldoches""?",La Nouvelle-Calédonie
Vie quotidienne,"Dans quelle comédie de 1992, un saint-bernard met-il la maison de la famille Newton sens dessus dessous ?",Beethoven
Pop culture,"Dans quelle comédie de Georges Lautner, Jean Lefebvre interprète-t-il Léonard Michalon aux côtés de Lino Ventura",Ne nous fâchons pas
Pop culture,"Dans quelle comédie de Molière, de 1664, rencontre-ton les personnages d'Orgon et Elmire ?",Tartuffe
Pop culture,"Dans quelle comédie musicale peut-on entendre la chanson ""Le Monde est stone"" ?",Starmania
Connaissance du monde,Dans quelle communauté autonome d'Espagne se situent les villes de Grenade et de Cadix ?,L'Andalousie
Connaissance du monde,Dans quelle communauté autonome d'Espagne se situent les villes de Malaga et Almeria ?,L'Andalousie
Pop culture,Dans quelle commune de la Marne habitent les Tréconniers ?,Trécon
Pop culture,"Dans quelle commune des Bouches-du-Rhône peut-on visiter le moulin dit ""d'Alphonse Daudet"" ?",Fontvieille
Pop culture,Dans quelle commune des Hauts-de-Seine habitent les Malakoffiotes ?,Malakoff
Pop culture,"Dans quelle commune du Calvados se déroule, depuis 1999, le Festival du film asiatique ?",Deauville
Pop culture,Dans quelle commune du Var peut-on se recueillir sur la tombe du comédien Gérard Philipe ?,Ramatuelle
Pop culture,"Dans quelle cour, nommée d'après un Empereur français, se trouve la pyramide du Louvre ?",La cour Napoléon
Savoirs académiques,Dans quelle discipline artistique l'Allemande Pina Bausch s'est-elle illustrée ?,La danse
Savoirs académiques,Dans quelle discipline artistique s'est illustré Jeanloup Sieff ?,La photographie
Pop culture,Dans quelle discipline Bobby Fischer et Garry Kasparov ont-ils été Champions du Monde ?,Les échecs
Pop culture,"Dans quelle discipline d'athlétisme, Bob Beamon et Mike Powell ont-ils battu des records du monde ?",Le saut en longueur
Pop culture,"Dans quelle discipline d'athlétisme, l'Américain Dick Fosbury fut-il sacré champion olympique en 1968 ?",Saut en hauteur
Pop culture,"Dans quelle discipline d'athlétisme, Sergueï Bubka s'est-il illustré, en remportant 6 titres de champion du monde ?",Le saut à la perche
Pop culture,"Dans quelle discipline d'athlétisme, un pied de l'athlète doit-il toujours se trouver au sol, son talon devant être le premier à toucher le sol ?",Marche ou Marche athlétique
Pop culture,"Dans quelle discipline de natation, les concurrents prennent-ils place sur un tremplin situé à 1, 3 ou 10 mètres de hauteur ?",Le plongeon
Pop culture,"Dans quelle discipline individuelle d'athlétisme, l'Américain Leroy Burrell a-t-il battu deux records du monde ?",Le 100 mètres
Pop culture,"Dans quelle discipline la Française Karine Ruby a-t-elle remporté une médaille d'or, lors des J.O. d'hiver 1998 ?",Snowboard ou surf des neiges
Pop culture,Dans quelle discipline sportive Claude Onesta est-il l'entraîneur de l'équipe de France masculine ?,Le handball
Pop culture,Dans quelle discipline sportive Didier Drogba s'illustre-t-il ?,Le football
Pop culture,Dans quelle discipline sportive Muriel Hermine s'est-elle illustrée ?,La natation synchronisée
Pop culture,Dans quelle discipline sportive peut-on voir évoluer Jo Wilfried Tsonga au niveau professionnel ?,Le tennis
Pop culture,Dans quelle discipline sportive s'est illustré Christian d'Oriola ?,L'escrime
Pop culture,"Dans quelle émission télévisée Jérémy Chatelain s'est-il illustré, avant de commencer une carrière de chanteur ?",Star Academy
Pop culture,"Dans quelle épreuve d'athlétisme, Guy Drut est-il devenu champion olympique en 1976 ?",Le 110 mètres haies
Pop culture,"Dans quelle épreuve d'athlétisme, l'Américain Greg Foster fut-il 3 fois champion du monde ?",110 mètres haies
Pop culture,"Dans quelle épreuve d'athlétisme, l'Américaine Jackie Joyner-Kersee, fut-elle sacrée championne olympique, en 1988 et 1992",L'heptathlon
Pop culture,"Dans quelle épreuve d'athlétisme, la Mozambicaine Maria Mutola, fut-elle sacrée championne olympique en 2000 ?",800 mètres ou 800 mètres femmes
Pop culture,"Dans quelle épreuve de ski, Franck Piccard remporte-t-il la médaille d'or aux Jeux olympiques de Calgary en 1988 ?",Le Super-G ou le Super-Géant
Pop culture,"Dans quelle équipe de football espagnole les joueurs sont-ils surnommés ""les Blaugranas"" ?",Le FC Barcelone ou le Barça
Pop culture,Dans quelle équipe nationale de foot Edson Arantes do Nascimento dit Pelé s'est-il illustré ?,Brésil
Pop culture,"Dans quelle fable de La Fontaine apprend-on que ""tout flatteur vit aux dépens de celui qui l'écoute"" ?",Le Corbeau et le Renard
Pop culture,"Dans quelle fameuse institution française, Léopold Sédar Senghor est-il entré, en 1983 ?",L'Académie française
Pop culture,Dans quelle forêt légendaire Merlin l'Enchanteur vivait-il ?,Brocéliande
Connaissance du monde,Dans quelle grande ville du sud-ouest de la France se trouve la Place du Capitole ?,Toulouse
Vie quotidienne,Dans quelle grande ville française les habitants sont-ils appelés les Lillois ?,Lille
Connaissance du monde,Dans quelle grande ville française peut-on flâner sur la Promenade des Anglais ?,Nice
Connaissance du monde,Dans quelle grande ville française peut-on se promener dans le parc de la Tête d'Or et s'attabler sur la place des Terreaux ?,Lyon
Connaissance du monde,Dans quelle grande ville française peut-on se promener sur la Canebière ?,Marseille
Connaissance du monde,Dans quelle grande ville française se trouve le quartier populaire de Belsunce ?,Marseille
Pop culture,Dans quelle île du Morbihan les habitants sont-ils appelés les Groisillons ?,L'île de Groix
Pop culture,Dans quelle île est née Joséphine de Beauharnais ?,La Martinique
Connaissance du monde,"Dans quelle langue la première lettre de l'alphabet est-elle ""aleph"" ?",L'hébreu
Connaissance du monde,"Dans quelle langue, le mot ""perestroïka"" signifie-t-il : ""reconstruction"" ?",Le russe
Pop culture,Dans quelle localité est née Jeanne d'Arc ?,Domrémy
Pop culture,"Dans quelle matière, coefficient 7 ou 9 pour un bac S, étudie-t-on la géométrie et l'algèbre ?",Les mathématiques
Pop culture,Dans quelle mégalopole américaine trouve-t-on Times Square et Madison Square Garden ?,New York
Connaissance du monde,Dans quelle mer le fleuve allemand Ems se jette-t-il ?,La mer du Nord
Pop culture,Dans quelle mer le Rhin se jette-t-il ?,La mer du Nord
Pop culture,Dans quelle œuvre de Victor Hugo Monsieur Myriel devient-il monseigneur Bienvenu ?,Les Misérables
Pop culture,"Dans quelle oeuvre, Raymond Queneau raconte-t-il 99 fois la même anecdote de façons différentes ?",Exercices de style
Savoirs académiques,Dans quelle partie de la Grande-Bretagne peut-on se promener dans les Highlands ?,L'Écosse
Connaissance du monde,Dans quelle partie de la Grande-Bretagne se situe la ville de Glasgow ?,En Écosse
Connaissance du monde,"Dans quelle partie de la Grande-Bretagne se trouve la ville de Saint Andrews, berceau du golf ?",L'Écosse
Savoirs académiques,Dans quelle partie de la Grande-Bretagne se trouve les îles Shetland ?,En Écosse
Savoirs académiques,Dans quelle partie évasée d'une pipe le tabac brûle-t-il ?,Le fourneau
Savoirs académiques,"Dans quelle partie médiévale de l'actuel Palais de justice de Paris, Marie-Antoinette fut-elle emprisonnée à partir d'août 1793","La Conciergerie Marquant les débuts de la presse en France, quel médecin et journaliste a créé ""La Gazette” en 1631, puis donné son nom à un prix littéraire fondé en 1925"
Connaissance du monde,Dans quelle pièce de Corneille le personnage de Rodrigue se trouve-t-il en proie au conflit de l'amour et du devoir ?,Le Cid
Pop culture,"Dans quelle pièce de Marcel Pagnol, Fanny épouse-t-elle Panisse ?",Fanny
Pop culture,Dans quelle pièce de Molière trouve-t-on le personnage de Célimène ?,Le Misanthrope
Pop culture,"Dans quelle pièce de Molière, présentée en 1672, retrouve-t-on le personnage de Trissotin ?",Les Femmes savantes
Savoirs académiques,"Dans quelle pièce de Sartre les personnages découvrent-ils que “l'enfer, c'est les autres” ?",Huis Clos
Pop culture,Dans quelle présipauté imaginaire travaille le journaliste Michael Kael ?,Groland
Pop culture,Dans quelle principauté le prince Albert II a-t-il accédé au trône en 2005 ?,Monaco
Pop culture,Dans quelle province de Belgique se situe Waterloo ?,Le Brabant Wallon
Pop culture,Dans quelle province de Belgique se trouve Charleroi ?,Le Hainaut
Savoirs académiques,Dans quelle province du Canada est située la partie orientale de la péninsule du Labrador ?,Terre-Neuve
Connaissance du monde,"Dans quelle Région administrative de Belgique se trouvent les villes d'Anvers, de Gand et de Bruges ?",La Flandre ou région flamande
Pop culture,Dans quelle Région administrative de la France peut-on admirer le pont du Gard ?,Le Languedoc-Roussillon
Connaissance du monde,Dans quelle Région administrative française peut-on visiter la ville de Montcuq ?,Midi-Pyrénées
Pop culture,Dans quelle Région administrative française produit-on traditionnellement le piment d'Espelette ?,L'Aquitaine
Connaissance du monde,Dans quelle Région administrative se situe la ville de Locmariaquer ?,La Bretagne
Savoirs académiques,Dans quelle Région administrative se trouve le département de l'Eure ?,Haute-Normandie
Pop culture,Dans quelle Région d'Italie peut-on visiter la tour de Pise ?,La Toscane
Connaissance du monde,Dans quelle Région d'Italie se situe la ville de Marignan ?,La Lombardie
Pop culture,Dans quelle Région de France se trouvent les plages d'Omaha Beach et de Gold Beach ?,La Basse-Normandie ou la Normandie
Savoirs académiques,Dans quelle Région est situé le département de la Drôme ?,Rhône-Alpes
Pop culture,"Dans quelle région française appelle-t-on l'hydromel : ""chouchen"" ?",La Bretagne
Pop culture,"Dans quelle Région française fabrique-t-on le fromage à pâte dense et fruitée appelé ""comté"" ?",La Franche-Comté
Pop culture,Dans quelle Région française récolte-t-on le sel de Guérande ?,Les Pays de la Loire
Pop culture,Dans quelle Région française se situe Belle-Île-en-Mer ?,La Bretagne
Pop culture,Dans quelle Région française se situe le technopôle de Sophia-Antipolis ?,Provence-Alpes-Côte d'Azur ou PACA
Pop culture,Dans quelle région française se trouve le Cotentin ?,Normandie
Pop culture,Dans quelle Région française vivent les Franciliens ?,L'Île-de-France
Pop culture,Dans quelle région italienne est produit le vin appelé “chianti” ?,La Toscane
Pop culture,"Dans quelle Région se trouvent Metz, Épinal et Nancy ?",La Lorraine
Connaissance du monde,"Dans quelle région vinicole, tenant son nom d'une ville, se trouve l'Entre-Deux-Mers ?",Dans le bordelais
Pop culture,"Dans quelle région viticole française, le Chambolle-Musigny est-il produit ?",La Bourgogne
Connaissance du monde,Dans quelle religion doit-on se libérer du désir pour atteindre le nirvana ?,Boudhisme
Pop culture,"Dans quelle saga cinématographique croise-t-on Frodon Sacquet, Gollum et Aragorn ?",Le Seigneur des anneaux
Pop culture,Dans quelle saga cinématographique Keanu Reeves incarne-t-il Neo ?,Matrix
Pop culture,"Dans quelle saga cinématographique, en six épisodes trouve-t-on, les droïdes R2-D2 et C-3PO ?",La Guerre des Étoiles ou Star Wars
Pop culture,"Dans quelle saga cinématographique, l'acteur Robert Pattinson incarne-t-il le vampire Edward Cullen ?",Twilight
Pop culture,"Dans quelle saga spatiale peut-on entendre la célèbre phrase : ""Non, je SUIS ton père"" ?",Star Wars ou La Guerre des étoiles
Savoirs académiques,Dans quelle science s'est illustré Louis Leprince-Ringuet ?,La physique
Pop culture,"Dans quelle série avec Anna Paquin, les vampires vivent-ils parmi les humains ?",True Blood
Pop culture,"Dans quelle série avec Evangeline Lilly, des rescapés d'un crash doivent-ils apprendre à survivre sur une île mystérieuse ?","Lost ou Lost, les disparus"
Pop culture,"Dans quelle série créée en 1964 découvre-t-on Samantha, sa fille Tabatha et sa mère Endora ?",Ma sorcière bien-aimée
Pop culture,"Dans quelle série culte des années 80 pouvait-on voir Leroy, danser à la New York High School of Performing Arts ?",Fame
Pop culture,"Dans quelle série d'animation américaine, suit-on les aventures de Cartman, Kyle, Stan et Kenny ?",South Park
Pop culture,"Dans quelle série d'animation culte, Stan Marsh s'écrie-t-il régulièrement : ""Oh mon Dieu, ils ont tué Kenny !"" ?",South Park
Pop culture,"Dans quelle série d'animation suisse, créée en 1986, peut-on suivre les aventures d'une famille de manchots ?",Pingu
Pop culture,Dans quelle série d'animation télévisée pouvait-on voir Zébulon ?,Le Manège enchanté
